id,lang,arabic,translation,category,reference,grade
3493,en,,,,,
3493,ar,,,,,
3496,es,عن حَفْصَة زَوْج النَّبِي رضي الله عنها قالت: «يَا رَسُولَ اللَّه، مَا شَأن النَّاس حَلُّوا مِنَ العُمرَة، وَلَم تَحِلَّ أنت مِنْ عُمْرَتِكَ؟ فَقَال: إنِّي لَبَّدْتُ رَأْسِي، وَقَلَّدتُ هَدْيِي، فَلا أَحِلُّ حَتَّى أَنْحَرَ».,"Narró Hafsa, esposa del Profeta, que Al-lah esté complacido de ella: ‘Oh Mensajero de Al-lah, porqué la gente ha salido de su estado de inviolabilidad (Ihram) del ‘Umrah, y tú todavía no has abandonado tu estado de inviolabilidad (Ihram) de tu ‘Umrah. Y él dijo: “Me he rasurado mi cabeza; he marcado mi ofrenda (hadi), y no saldré de mi estado de inviolabilidad hasta que llegue el día del An-Naher (día del sacrificio).","oh mensajero de al-lah, porqué la gente ha salido de su estado de inviolabili...",Registrado por Al-Bujari y Muslim,Sahih
3496,en,,,,,
3496,ar,,,,,
3502,es,عن ثابت عن أنس رضي الله عنه قال: أتى عَلَيَّ رسول الله صلى الله عليه وسلم وأنا أَلْعَبُ مع الغِلْمَانِ، فَسَلَّمَ علينا، فبعثني إلى حاجة، فأَبْطَأْتُ على أمي، فلما جِئْتُ، قالت: ما حَبَسَكَ؟ فقلت: بعثني رسول الله صلى الله عليه وسلم لحاجة، قالت: ما حاجتُه؟ قلت: إنها سِرٌّ، قالت: لا تُخْبِرَنَّ بِسِرِّ رسول الله صلى الله عليه وسلم أحدًا، قال أنس: والله لو حَدَّثْتُ به أحدًا لحَدَّثْتُكَ به يا ثابت.,"De Zábit, de Anás, Al-lah esté complacido con él, que dijo: “Mientras jugaba con unos jóvenes, vino el Mensajero de Al-lah, Él le bendiga y le dé paz. Nos saludó y me envió a hacer un recado, por lo que volví tarde con mi madre. Y al volver con ella, me preguntó: ‘¿Por qué has tardado tanto?’ Le dije: ‘Es que me envió el Mensajero de Al-lah, Él le bendiga y le dé paz, a hacer un recado’. Dijo: ‘¿Qué recado?’ Dije: ‘Es un secreto’. Dijo: ‘No digas a nadie los secretos del Mensajero de Al-lah, Él le bendiga y le dé paz’. Dijo Anás: ‘¡Por Al-lah! Que si se lo dijera a alguien, ése serías tú, Zábit’”.","ella dijo: “no digas a nadie los secretos del mensajero de al-lah, él le bend...",Registrado por Al-Bujari y Muslim,Sahih
3502,en,,,,,
3502,ar,,,,,
3503,es,عن جابر بن عبد الله رضي الله عنهما أنّ النبيَّ صلى الله عليه وسلم قال: «أُعْطِيتُ خمسا، لم يُعْطَهُنَّ أحد من الأنبياء قبلي: نُصِرْتُ بالرعب مسيرة شهر، وجُعِلَت لي الأرض مسجدا وطَهُورا، فأَيَّمَا رجل من أمتي أدركته الصلاة فَلْيُصَلِّ، وأُحِلَّت لي المغانم، ولم تحلَّ لأحد قبلي، وأُعْطِيتُ الشفاعة، وكان النبي يُبْعَثُ إلى قومه خاصة، وبُعِثتُ إلى الناس عامَة».,"Narró Yabir Ibn Abdullah -Al-lah esté complacido con ambos- que el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- dijo: “Se me han otorgado cinco dones que no han sido otorgados a ningún profeta de los que me precedieron: victoria por medio del miedo que es infundido en el enemigo, estando a un mes de distancia; y se me ha facilitado toda la tierra como un lugar de oración y purificación. Así, cualquier persona de mi nación que le llegue la hora de rezar, que realice la oración donde se encuentre. Me han hecho lícitos los botines, y a nadie de los que me precedieron se les hicieron lícitos. Se me ha otorgado la intercesión. Cada profeta fue enviado expresamente a su nación, y yo fui enviado para toda la humanidad”.",se me han otorgado cinco dones que no han sido otorgados a ningún profeta de ...,Registrado por Al-Bujari y Muslim,Sahih
3503,en,,,,,
3503,ar,,,,,
3504,es,"عن أنس بن مالك رضي الله عنه مرفوعًا: «من قال -يعني: إذا خَرج من بَيتِه-: بِسم الله تَوَكَّلتُ على اللهِ، وَلاَ حول ولا قُوَّة إِلَّا بالله، يُقَال له: هُدِيتَ وَكُفِيتَ وَوُقِيتَ، وَتَنَحَّى عَنه الشَّيطَان».
زاد أبو داود: «فيقول -يعني: الشيطان- لِشَيطان آخر: كَيف لَك بِرَجلٍ قَد هُدِيَ وكُفِيَ ووُقِيَ؟».","De Anas Ibn Malik, Al-lah esté complacido con él, que el Mensajero de Al-lah, Él le bendiga y le dé paz, dijo: “Quien diga al salir de su casa: ‘Bismi Al-lah tawakkaltu alá Al-lah, wa la haula wa la qwata illa bi Al-lah’ (En el nombre de Al-lah, en Él confío. Y no hay poder ni capacidad excepto por Al-lah), se le dirá: Has sido guiado, protegido, Al-lah te ha bastado y Satán se ha apartado de tu camino"". Abu Daúd añadió: “Satán le dirá a otro Satán, ¿cómo te atreves a dañar a un hombre que ha sido bien guiado, Al-lah le ha bastado y protegido?”.","quien diga al salir de su casa: ‘bismi al-lah tawakkaltu alá al-lah, wa la ha...",Registrado por Al-Tirmidhi - Registrado por Abu-Dawud,Sahih
3504,en,,,,,
3504,ar,,,,,
3506,es,عن جرير بن عبد الله رضي الله عنه قال: كُنَّا في صَدرِ النَّهَار عِند رسول الله صلى الله عليه وسلم فَجَاءه قَومٌ عُرَاةٌ مُجْتَابِي النِّمَار أَو العَبَاءِ، مُتَقَلِّدِي السُّيُوف، عَامَّتُهُم مِن مُضَر بَل كُلُّهُم مِن مُضَر، فَتَمَعَّر رسول الله صلى الله عليه وسلم لِمَا رَأَى بِهِم مِنَ الفَاقَة، فدَخَل ثُمَّ خَرج، فأَمَر بِلاَلاً فَأَذَّن وَأَقَام، فَصَلَّى ثُمَّ خَطَب، فقال: «(يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة) إلى آخر (إن الله كان عليكم رقيبًا) ، والآية الأخرى التي في آخر الحشر: (يا أيها الذين آمنوا اتقوا الله ولتنظر نفس ما قدمت لغد) تَصَدَّق رَجُلٌ مِن دِينَارِهِ، مِن دِرهَمِهِ، مِن ثَوبِهِ، مِن صَاعِ بُرِّهِ، مِنْ صَاعِ تَمرِهِ -حتَّى قال- وَلَو بِشِقِّ تَمرَة» فَجَاء رَجُلٌ مِنَ الأَنصَار بِصُرَّةٍ كَادَت كَفُّهُ تَعجَزُ عَنْهَا، بل قَد عَجَزَت، ثُمَّ تَتَابَع النَّاسُ حَتَّى رَأَيتُ كَومَين مِن طَعَامٍ وَثِيَابٍ، حَتَّى رَأَيتُ وَجهَ رَسُول الله صلى الله عليه وسلم يَتَهَلَّلُ كَأَنَّه مُذْهَبَة.ٌ فقال رسول الله صلى الله عليه وسلم : «مَنْ سَنَّ فِي الإِسلاَم سُنَّةً حَسَنَةً فَلَهُ أَجْرُهَا، وَأَجْرُ مَنْ عَمِلَ بِهَا بَعْدَهُ، مِنْ غَيرِ أَنْ يَنْقُصَ مِن أُجُورِهِم شَيءٌ، وَمَنْ سَنَّ فِي الإِسلاَم سُنَّةً سَيِّئَةً كَانَ عَلَيه وِزْرُهَا، وَوِزرُ مَنْ عَمِلَ بِهَا مِنْ بعدِه، من غير أن ينقُص مِن أَوزَارِهَم شيء».,"De Yarir Ibn AbdAl-lah , Al-lah esté complacido con él, que dijo: “Estábamos al comienzo del día con el Mensajero de Al-lah, Él le bendiga y le dé paz, cuando vinieron a verlo unas gentes casi desnudas y harapientas, con sus espadas al cuello. La mayoría de ellos o todos ellos eran de la tribu de Mudar. Así que cambió la expresión del rostro del Mensajero de Al-lah, Él le bendiga y le dé paz, por la pobreza que vio en ellos. Entró en su casa y salió para ordenar a Bilal que llamara a la oración. Y después de rezar habló a esas gentes. Dijo: “¡Oh gentes! Temed a vuestro Señor, que os ha creado a todos de un mismo ser y de él creó a su pareja, para que de ellos dos se multiplicaran muchos hombres y mujeres. ¡Temed a Al-lah, Aquel por el que pedís y guardaos de romper los lazos consanguíneos! Y Al-lah observa lo que hacéis”. Después, recitó otra aleya, la del final de la azora “Al-Hashr”: “¡Oh creyentes! Temed a Al-lah y que cada uno vea lo que aporta para el Día del Juicio”. Prosiguió su sermón diciendo: “¡Qué cada hombre dé limosna de sus dinares, o de sus dírhams, o de su vestido o trigo o dátiles!”. Dijo: “¡aunque sea medio dátil!” Vino un hombre de los auxiliares de Medina con una bolsa llena de dinero que apenas le cabía en la palma de la mano. Luego le siguió más gente, que fueron depositando sus limosnas hasta que vi dos montones de comida y ropa. Y entonces vi relucir de alegría el rostro del Mensajero de Al-lah, Él le bendiga y le dé paz, radiando lustre y pureza. Luego dijo: ‘Quien inicie una buena costumbre en el Islam suya será su recompensa y de la de quien sigue su ejemplo, sin que por ello disminuya en nada la recompensa de los que la siguieron. Quien inicie una mala costumbre en el Islam, sobre él caerá el peso de su pecado y el de los que la siguieron sin que disminuya nada el de ellos’”.",quien inicie una buena costumbre en el islam suya será su recompensa y de la ...,Registrado por Muslim,Sahih
3506,en,,,,,
3506,ar,,,,,
3507,es,عن حذيفة بن اليمان رضي الله عنهما قال: كُنَّا إِذَا حَضَرنَا مَعَ رسُولِ الله -صلَّى الله عليه وسلَّم- طَعَامًا، لَم نَضَع أَيدِينَا حَتَّى يَبدَأ رسول الله -صلَّى الله عليه وسلَّم- فَيَضَع يَدَهُ، وَإِنَّا حَضَرنَا مَعَه مَرَّةً طَعَامًا، فَجَاءَت جَارِيَةٌ كَأَنَّها تُدفَعُ، فَذَهَبَت لِتَضَعَ يَدَهَا فِي الطَّعَام، فَأَخَذَ رسُول الله -صلَّى الله عليه وسلَّم- بِيَدِهَا، ثُمَّ جاء أعرابي كأَنَّمَا َيُدْفَع، فَأَخَذَ بِيَدِهِ، فقال رسول الله -صلَّى الله عليه وسلَّم-: «إِنَّ الشَّيطَانَ يَستَحِلُّ الطَّعَامَ أَن لاَ يُذْكَرَ اسمُ الله -تَعَالَى- عَلَيه، وَإِنَّهُ جَاءَ بِهَذِهِ الجَّارِيَة؛ لِيَستَحِلَّ بِهَا، فَأَخَذتُ بِيَدِهَا؛ فَجَاءَ بِهَذَا الأَعرَابِي؛ لِيَسْتَحِلَّ بِهِ، فَأَخَذتُ بِيَدِهِ، والَّذِي نَفسِي بِيَدِهِ، إِنَّ يَدَهُ فِي يَدِي مَعَ يَديهِمَا»، ثُمَّ ذَكَر اسمَ الله -تعَالى- وَأَكَلَ.,"De Hudaifah Ibn Al-Yaman, Al-lah esté complacido con ambos, que dijo: “Cuando asistíamos a alguna comida con el Mensajero de Al-lah, Él le bendiga y le dé paz, no metíamos nuestras manos en el plato antes de que empezara el Mensajero de Al-lah, Él le bendiga y le dé paz. Una vez, asistíamos con él a una comida cuando llegó una jovencita a la que parecía que se le estuviera empujando con toda fuerza y metió su mano a toda prisa. Y el Mensajero de Al-lah, Él le bendiga y le dé paz, tomó su mano para detenerla. Después llegó un campesino corriendo al que parecía que se le estuviera empujando y le hizo lo mismo. El Mensajero de Al-lah, Él le bendiga y le dé paz, dijo después: ‘Verdaderamente para Satán es lícita la comida sobre la que no se ha mencionado el nombre de Al-lah. Ciertamente ha enviado a esta jovencita para poder comer a través de ella y le tomé la mano para detenerla. Después, envió el campesino para comer a través de él y también le tomé la mano para detenerlo. Y ¡Juro, por Aquel que tiene mi alma de Su mano, que la mano de Satán está en mi mano por haber tomado las de vosotros dos’. Después, mencionó el nombre de Al-lah, El Altísimo y comenzó a comer”.",verdaderamente para satán es lícita la comida sobre la que no se ha mencionad...,Registrado por Muslim,Sahih
3507,en,,,,,
3507,ar,,,,,
3508,es,عن معاذ بن جبل رضي الله عنه عن رسول الله صلى الله عليه وسلم أنه قال: «قَالَ اللهُ -عَزَّ وجَلَّ-: المُتَحَابُّون فِي جَلاَلِي، لَهُم مَنَابِرُ مِن نُورٍ يَغْبِطُهُم النَبِيُّونَ والشُهَدَاء».,"Narró Muadh Ibn Yabal -Al-lah esté complacido con él- que el profeta -la paz y las bendiciones sean con él- dijo: ""Dijo Alah -el Majestuoso-: Los que se aman por Mí Gloria tendrán podios de luz que los profetas y mártires desearán"".",dijo alah -el majestuoso-: los que se aman por mí gloria tendrán podios de lu...,Registrado por Al-Tirmidhi - Registrado por Ahmad,Sahih
3508,en,,,,,
3508,ar,,,,,
3512,es,عَنْ جَرِيرِِ بْنِ عَبْدِ اللَّهِ رضي الله عنه قَالَ: بَايَعْتُ رَسُولَ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ عَلَى شَهَادَةِ أَنْ لاَ إِلَهَ إِلَّا اللَّهُ، وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ، وَإِقَامِ الصَّلاَةِ، وَإِيتَاءِ الزَّكَاةِ، وَالسَّمْعِ وَالطَّاعَةِ، وَالنُّصْحِ لِكُلِّ مُسْلِمٍ.,"Yarir bin 'Abdul-lah —que Al-lah esté complacido con él— narró: «Prometí lealtad al Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él— comprometiéndome a testificar que no hay más divinidad que Al-lah y que Muhammad es el Mensajero de Al-lah, a establecer la oración, a entregar el azaque, a escuchar y obedecer, y a querer el bien y aconsejar sinceramente a todo musulmán».",prometí lealtad al mensajero de al-lah —la paz y las bendiciones de al-lah se...,Registrado por Al-Bujari y Muslim,Sahih
3512,en,,,,,
3512,ar,,,,,
3516,es,عن جابر بن عبد الله الأنصاري رضي الله عنهما قال: «كَانَ صلى الله عليه وسلم يُصَلِّي الظُّهْرَ بِالهَاجِرَة، والعَصرَ والشَّمسُ نَقِيَّة، والمَغرِب إِذَا وَجَبَت، والعِشَاء أَحيَانًا وأَحيَانًا: إِذَا رَآهُم اجتَمَعُوا عَجَّل، وَإِذَا رَآهُم أَبْطَئُوا أًخَّر، والصُّبحُ كان النبي صلى الله عليه وسلم يُصَلِّيهَا بِغَلَس».,"Narró Yabir Ibn Abdullah Al-Ansar -Al-lah esté complacido con ambos-: “El Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- solia realizar la oración del Dhuhr (el mediodía) cuando el sol empezaba a alejarse del cenit, la oración del Asr (la tarde) cuando el sol aun estaba radiante, y la oración del Maghrib (el atardecer) cuando se ocultaba el sol y la oración del Isha (la noche) dependiendo del caso; si veía la gente reunirse temprano, la realizaba al inicio de su tiempo, y si veía que se tardaban, la postergaba. En cuanto a la oración del Fayr (el alba), el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- la realizaba cuando comenzaba a rayar el alba”.",el mensajero de al-lah -la paz y las bendiciones de al-lah sean con él- solía...,Registrado por Al-Bujari y Muslim,Sahih
3516,en,,,,,
3516,ar,,,,,
3517,es,عن أبي موسى الأشعري رضي الله عنه قال: دخلتُ عَلى النَبيِّ -صلَّى الله عليه وسلَّم- أنَا ورجلاَن مِنْ بَنِي عَمِّي، فَقَال أحدهما: يا رسول الله، أمرنا على بعض ما ولاك الله عز وجل وقال الآخر مثل ذلك، فقال: «إِنَّا وَالله لاَ نُوَلِّي هَذَا العَمَلَ أَحَدًا سَأَلَهُ، أَو أَحَدًا حَرِصَ عَلَيهِ».,"De Abu Musa Al Ashari, Al-lah esté complacido con él, que dijo: “Entré a ver al Mensajero de Al-lah, Él le bendiga y le dé paz, junto con dos primos míos por parte de padre, y uno de ellos dijo: ‘¡Mensajero de Al-lah, empléame como gobernante de alguno de los territorios que Al-lah, Ensalzado y Majestuoso sea, te ha facilitado’. El otro dijo lo mismo. El Mensajero de Al-lah, Él le bendiga y le dé paz, les respondió: '¡Por Al-lah! Que no concedo este cargo a quien lo pida ni a quien persiga ostentarlo’”.",¡por al-lah! que no concedo este cargo a quien lo pida ni a quien persiga ost...,Registrado por Al-Bujari y Muslim,Sahih
3517,en,,,,,
3517,ar,,,,,
3518,es,عن معاذ بن جبل رضي الله عنه أن النبي صلى الله عليه وسلم قال: «يَا مُعَاذ، واللهِ، إِنِّي لَأُحِبُّكَ، ثُمَّ أُوصِيكَ يَا مُعَاذُ، لاَ تَدَعَنَّ فِي دُبُرِ كُلِّ صَلاَة تَقُول: اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ، وَشُكْرِكَ، وَحُسْنِ عِبَادَتِكَ».,"De Muadh, Al-lah esté complacido con él, que el Mensajero de Al-lah, Él le bendiga y le dé paz, dijo: “¡Muadh, por Al-lah que yo te amo. Y ahora déjame que te dé un consejo: No dejes de decir al final de cada oración: ‘¡Al-lah umma ainní alá dhikrika wa shukrika wa husni ibádatik!’ (¡Oh Al-lah, ayúdame a mencionarte, a agradecerte y a adorte con sinceridad!)”.","¡muadh, por al-lah que yo te amo. y ahora déjame que te dé un consejo: no dej...",Registrado por An-nsaa'i - Registrado por Abu-Dawud - Registrado por Ahmad - Registrado por Malik,Sahih
3518,en,,,,,
3518,ar,,,,,
3520,es,عَن أَبِي أُمَامَةَ رضي الله عنه قَالَ: سَمِعْتَ رَسُولَ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَخْطُبُ فِي حَجَّةِ الوَدَاعِ فَقَالَ: «اتَّقُوا اللَّهَ رَبَّكُمْ، وَصَلُّوا خَمْسَكُمْ، وَصُومُوا شَهْرَكُمْ، وَأَدُّوا زَكَاةَ أَمْوَالِكُمْ، وَأَطِيعُوا ذَا أَمْرِكُمْ تَدْخُلُوا جَنَّةَ رَبِّكُمْ».,"Abu Umama —que Al-lah esté complacido con él— dijo: «Oí al Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él— decir durante el sermón del peregrinaje de despedida: ""Si temen a Al-lah, su Señor, rezan sus cinco oraciones, ayunan su mes, entregan el azaque de sus bienes y obedecen a sus dirigentes, entrarán en el paraíso de su Señor""».","si temen a al-lah, su señor, rezan sus cinco oraciones, ayunan su mes, entreg...",رواه الترمذي وأحمد,Sahih
3520,en,,,,,
3520,ar,,,,,
3528,es,عن عَبدُ اللَّهِ بنِ عَبَّاسٍ رضي الله عنهما قال: «بِتُّ عِندَ خَالَتِي مَيمُونَة، فَقَام النَبيَّ صلى الله عليه وسلم يُصَلِّي مِن اللَّيل، فَقُمتُ عَن يَسَارِه، فَأَخَذ بِرَأسِي فَأَقَامَنِي عن يَمِينِه».,"De Abdullah Ibn Abbas, Al-lah esté complacido con ambos, que dijo: “pasé la noche en casa de mi tía materna Maimuna. En medio de la noche, se levantó el Mensajero de Al-lah, Él le bendiga y le dé paz, a rezar, así que me coloqué a su izquierda para rezar, pero me tomó de la cabeza y me colocó a su derecha”.","pasé la noche en casa de mi tía materna maimuna. en medio de la noche, se lev...",Registrado por Al-Bujari y Muslim,Sahih
3528,en,,,,,
3528,ar,,,,,
3529,es,"عن أُمِّ قَيْسِ بِنْتِ مِحْصَنٍ الأَسَدِيَّة رضي الله عنها «أنَّها أتَت بابن لها صغير لم يأكل الطعام إلى رسول الله صلى الله عليه وسلم فأجلسه في حِجْرِه، فبال على ثوبه، فدعا بماء فَنَضَحَه على ثوبه، ولم يَغْسِله».
عن عَائِشَةَ أُمِّ الْمُؤْمِنِين رضي الله عنها «أنَّ النَّبي صلى الله عليه وسلم أُتِيَ بصبي، فبال على ثوبه، فدعا بماء، فأَتبَعَه إِيَّاه».
 وفي رواية: «فَأَتْبَعَه بوله، ولم يَغسِله» .","Fue narrado que Umm Qais Bint Mihsan Al-Asadiya -Al-lah esté complacido con ella-: “Llevó a su bebé, que aún no comía, sino que se alimentaba de leche, al Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- y éste lo sentó en su regazo, y el niño se orinó sobre la túnica del Mensajero de Al-lah, asi que pidió agua y humedeció la parte de su túnica que se había mojado con la orina del bebé, y no la lavó”. Narró Aisha, Madre de los Creyentes -Al-lah esté complacido con ella-: “Al Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- se le trajo un niño pequeño que se orinó sobre su túnica, así que el Mensajero de Al-lah, tomó agua y humedeció la parte de su túnica que se había mojado de orine”. En otro relato, “frotó el resto de su orine y no la lavó”.",al mensajero de al-lah -la paz y las bendiciones de al-lah sean con él- se le...,Registrado por Muslim - Registrado por Al-Bujari y Muslim,Sahih
3529,en,,,,,
3529,ar,,,,,
3530,es,عن أبي جُحَيْفَةَ وَهْبِ بْنِ عَبْدِ اللَّهِ السُّوَائِيِّ رضي الله عنه قال: «أَتَيتُ النَبِيَّ صلى الله عليه وسلم وهو في قُبَّةٍ لَهُ حَمرَاءَ مِن أَدَمٍ، قال: فَخَرَج بِلاَل بِوَضُوءٍ، فمن نَاضِحٍ ونَائِلٍ، قال: فَخَرَجَ النبِيَّ صلى الله عليه وسلم عليه حُلَّةٌ حَمرَاءُ، كَأَنِّي أَنظُرُ إلى بَيَاضِ سَاقَيهِ، قال: فَتَوَضَّأ وأَذَّن بِلاَل، قال: فَجَعَلَتُ أتَتَبَّعُ فَاهُ هَهُنَا وهَهُنَا، يقول يمِينا وشِمالا: حَيَّ على الصَّلاة؛ حيَّ عَلَى الفَلاَح. ثُمَّ رَكَزَت لَهُ عَنَزَةٌ، فَتَقَدَّمَ وصلى الظُهرَ رَكعَتَين، ثُمَّ لَم يَزلَ يُصِلِّي رَكعَتَين حَتَّى رَجَعَ إِلى المَدِينَة».,"Narró Abu Yuhaifa Wahb Ibn Abdullah As-Suwa’í -Al-lah esté complacido con él-: “Llegué donde el Profeta -la paz y las bendiciones de Al-lah sean con él-, quien vestía un atuendo de cuero rojizo. Entonces Bilal salió de la tienda del Profeta -la paz y las bendiciones de Al-lah sean con él- llevando lo que sobró del agua con la que el Profeta -la paz y las bendiciones de Al-lah sean con él- realizó la ablución menor. Y entre la gente, unos cogían de esa agua y otros solo alcanzaron a ser rociados. Salió el Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- vistiendo de color rojo. Y aparentemente se vio la claridad de sus piernas. Después, Bilal hizo la ablución y realizó el Adhan (el llamado a la oración).” Dijo el narrador: “Observé su boca cuando giraba su cabeza de un lado al otro, diciendo: “¡Vengan a la oración! ¡Vengan al éxito!” Luego, alguien incrustó una lanza en el suelo y Bilal se paró adelante y realizó dos Rakas (unidad de la oración) en la oración del Dhuhr (mediodía). Siguió acortando las oraciones de cuatro Rakas a dos hasta que regresó a Medina (por ser viajero)”.","llegué donde el profeta -la paz y las bendiciones de al-lah sean con él-, qui...",Registrado por Al-Bujari y Muslim,Sahih
3530,en,,,,,
3530,ar,,,,,
3531,es,عن حذيفة بن اليمان رضي الله عنهما عن رسول الله صلى الله عليه وسلم أنه قال: «وَالَّذِي نَفسِي بِيَدِه، لَتَأْمُرُنَّ بِالمَعرُوف، وَلَتَنهَوُنَّ عَنِ المُنْكَر؛ أَو لَيُوشِكَنَّ الله أَن يَبْعَثَ عَلَيكُم عِقَاباً مِنْه، ثُمَّ تَدعُونَه فَلاَ يُسْتَجَابُ لَكُم».,"De Hudaifah Ibn Al-Yaman, Al-lah esté complacido con ambos, del Mensajero de Al-lah, Él le bendiga y le dé paz, que dijo: “¡Juro por Aquel que tiene mi alma en su mano, que mandarán el bien y la virtud y rechazarán todo mal y pecado! ¡Si no, Al-lah les enviará un castigo severo, y le suplicarán y no les responderá!”.","¡juro por aquel que tiene mi alma en su mano, que mandarán el bien y la virtu...",Registrado por Al-Tirmidhi - Registrado por Ahmad,Hasan
3531,en,,,,,
3531,ar,,,,,
3532,es,أنَّ عَائِذَ بن عَمْرو رضي الله عنه دَخَل على عُبَيد الله بن زياد، فقال: أي بُنَيَّ، إِنِّي سَمِعت رَسُول الله صلى الله عليه وسلم يقول: «إِنَّ شَرَّ الرِّعَاءِ الحُطَمَةُ» فَإِيَّاك أَن تَكُون مِنهُم، فقال له: اجْلِس فَإِنَّما أَنْت مِن نُخَالَةِ أَصحَاب محمَّد صلى الله عليه وسلم فقال: وهل كَانَت لَهُم نُخَالَة؟! إِنَّمَا كَانَت النُخَالَة بَعدَهُم وَفِي غَيرِهِم.,"De Aidh Ibn Amru, Al-lah esté complacido con él, que “entró a ver a Ubaidullah Ibn Ziyad y le dijo: ‘¡Hijo mío! Ciertamente, he oído decir al Mensajero de Al-lah, Él le bendiga y le dé paz: ‘El peor de los gobernantes es el brusco y violento. Te prevengo, pues, de ser uno de ellos’. Y él le dijo: ‘¡Siéntate! Tú no eres más que uno de los compañeros insignificantes de Muhammad, Al-lah le bendiga y le dé paz’. Le dijo: ‘¿Es que acaso había insignificantes entre ellos? ¡Más bien los insignificantes vinieron después de ellos y fueron otros distintos a ellos!’”.","“¡hijo mío! ciertamente, he oído decir al mensajero de al-lah, él le bendiga ...",Registrado por Muslim,Sahih
3532,en,,,,,
3532,ar,,,,,
3533,es,"عن أبي هريرة رضي الله عنه أَنَّ النَّبِيَّ - صلى الله عليه وسلم - قَالَ: ((إِذَا جَلَسَ بين شُعَبِهَا الأَربع، ثم جَهَدَهَا، فَقَد وَجَبَ الغُسْلُ)) .
 وفي لفظ ((وإن لم يُنْزِل)).","De Abu Huraira, Al-lah esté complacido con él, que el Mensajero de Al-lah, Él le bendiga y le dé paz, dijo: “Si el hombre se echa entre las cuatro extremidades de la mujer y la penetra, está obligado a lavar todo su cuerpo (ghusl)”. En otro relato, se añade: “aunque no haya eyaculado”.","“si el hombre se echa entre las cuatro extremidades de la mujer y la penetra,...",Registrado por Muslim - Registrado por Al-Bujari y Muslim,Sahih
3533,en,,,,,
3533,ar,,,,,
3534,es,عَنْ أَبِي هُرَيْرَةَ رضي الله عنه عَنِ النَّبِيِّ صلى الله عليه وسلم قَالَ: «لَا يَقْبَلُ اللهُ صَلَاةَ أَحَدِكُمْ إِذَا أَحْدَثَ حَتَّى يَتَوَضَّأَ».,"Abu Huraira —que Al-lah esté complacido con él— narró que el Mensajero de Al-lah —la paz y las bendiciones de Al-lah sean con él— dijo: ""Al-lah no acepta la oración de ninguno de ustedes si se encuentra en estado de Hadaz (impureza ritual), hasta que realice la ablución (El wudú).""",al-lah no acepta la oración de ninguno de ustedes si se encuentra en estado d...,Registrado por Al-Bujari y Muslim,Sahih
3534,en,,,,,
3534,ar,,,,,
3535,es,عن أبي هريرة وعبد الله بن عمرو وعائشة رضي الله عنهم عن رسول الله صلى الله عليه وسلم : أنه قال: (ويلٌ للأعْقَاب من النَّار).,"Narró Abu Huraira, Abdullah Ibn Umar y Aisha -Al-lah esté complacido con ellos- que el Mensajero de Al-lah -que la paz y las bendiciones de Al-lah sean con él- dijo: “¡Ay de los talones del fuego!"".",¡ay de los talones del fuego!,Registrado por Muslim - Todas las dos narraciónes son registrados por Al-Bujari y Muslim,Sahih
3535,en,,,,,
3535,ar,,,,,
3537,es,عن عَبْد اللَّهِ بْنِ عَبَّاسٍ رضي الله عنهما قال: «أّعْتَمَ النَبِيُّ -صلَّى الله عليه وسلَّم- بِالعِشَاء، فَخَرَج عُمَر فقال: الصَّلاةَ يا رسول الله، رَقَد النِسَاءُ والصِّبيَان. فَخَرَجَ ورَأسُهُ يَقطُر يقول: لَولاَ أن أَشُقَّ عَلَى أُمَّتِي -أو على النَّاس- لَأَمَرتُهُم بهذه الصَّلاة هذه السَّاعَة».,"Narró Abdullah Ibn Abbas -Al-lah esté complacido con ambos-: “El Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- postergó la oración de la noche. Entonces salió Umar y le dijo: “¡La oración, Oh, Mensajero de Al-lah! Las mujeres y los niños se han quedado dormidos”. El Mensajero de Al-lah -la paz y las bendiciones de Al-lah sean con él- salió con la cabeza aún goteando (del agua de la ablución mayor) y le dijo: “Si no fuera porque temo dificultar los asuntos de mi nación, habría ordenado realizar esta oración a esta hora””.",el mensajero de al-lah -la paz y las bendiciones de al-lah sean con él- poste...,Registrado por Al-Bujari y Muslim,Sahih
3537,en,,,,,
3537,ar,,,,,
